Orig,Dest,Orig_txt,Dest_txt,Mode,Equipment,Rate,extraction_time
Hong Kong,Port Kelang,"Kwai Chung, Hong Kong","Port Kelang, Malaysia",Ocean,20F,$194.75 - $215.25,1/5/2018 9:23
Chittagong,Port Kelang,"Chittagong, Bangladesh","Port Kelang, Malaysia",Ocean,20F,$514.67 - $568.84,1/5/2018 9:23
Bangalore,Port Kelang,Bangalore,"Port Kelang, Malaysia",Ocean,20F,$514.67 - $568.84,1/5/2018 9:24
Mumbai,Port Kelang,"Mumbai, India","Port Kelang, Malaysia",Ocean,20F,$683.85 - $755.84,1/5/2018 9:24
Hai Phong,Port Kelang,"Hai Phong, Vietnam","Port Kelang, Malaysia",Ocean,20F,$233.40 - $257.97,1/5/2018 9:24
Ho Chi Minh City,Port Kelang,"Ho Chi Minh City, Vietnam","Port Kelang, Malaysia",Ocean,20F,$485.74 - $536.87,1/5/2018 9:24
Jakarta,Port Kelang,"Jakarta, Indonesia","Port Kelang, Malaysia",Ocean,20F,$428.72 - $473.85,1/5/2018 9:25
Manila,Port Kelang,"Manila, Philippines","Port Kelang, Malaysia",Ocean,20F,$313.94 - $346.99,1/5/2018 9:25
Sihanoukville,Port Kelang,"Sihanoukville, Cambodia","Port Kelang, Malaysia",Ocean,20F,$504.60 - $557.72,1/5/2018 9:25
New Jersey,Singapore,"New Jersey, United States","Singapore, Singapore",Ocean,40FT,"$1,220.22 - $1,348.67",1/5/2018 9:57
New Jersey,Shantou,"New Jersey, United States","Shantou, China",Ocean,40FT,"$1,012.81 - $1,119.42",1/5/2018 9:57
Hai Phong,Shantou,"Hai Phong, Vietnam","Shantou, China",Ocean,40FT,$273.90 - $302.73,1/5/2018 9:57
Ho Chi Minh City,Shantou,"Ho Chi Minh City, Vietnam","Shantou, China",Ocean,40FT,$691.81 - $764.64,1/5/2018 9:57
Jakarta,Shantou,"Jakarta, Indonesia","Shantou, China",Ocean,40FT,$473.02 - $522.81,1/5/2018 9:57
New Jersey,Zhanjiang,"New Jersey, United States","Zhanjiang, China",Ocean,40FT,"$1,011.81 - $1,118.31",1/5/2018 9:57
Hai Phong,Zhanjiang,"Hai Phong, Vietnam","Zhanjiang, China",Ocean,40FT,$273.90 - $302.73,1/5/2018 9:57
Ho Chi Minh City,Zhanjiang,"Ho Chi Minh City, Vietnam","Zhanjiang, China",Ocean,40FT,$690.81 - $763.53,1/5/2018 9:58
Jakarta,Zhanjiang,"Jakarta, Indonesia","Zhanjiang, China",Ocean,40FT,$472.02 - $521.71,1/5/2018 9:58
Qingdao,Port Kelang,"Qingdao, China","Port Kelang, Malaysia",Ocean,40FT,$223.14 - $246.62,1/5/2018 9:58
Shanghai,Port Kelang,"Shanghai, China","Port Kelang, Malaysia",Ocean,40FT,$232.95 - $257.47,1/5/2018 9:58
New Jersey,Port Kelang,"New Jersey, United States","Port Kelang, Malaysia",Ocean,40FT,"$1,243.38 - $1,374.26",1/5/2018 9:58
Hai Phong,Port Kelang,"Hai Phong, Vietnam","Port Kelang, Malaysia",Ocean,40FT,$348.36 - $385.03,1/5/2018 9:58
Ho Chi Minh City,Port Kelang,"Ho Chi Minh City, Vietnam","Port Kelang, Malaysia",Ocean,40FT,$724.98 - $801.30,1/5/2018 9:58
Jakarta,Singapore,"Jakarta, Indonesia","Singapore, Singapore",Ocean,40FT,$633.55 - $700.23,1/5/2018 9:59
Jakarta,Shantou,"Jakarta, Indonesia","Shantou, China",Ocean,40FT,$473.02 - $522.81,1/5/2018 9:59
Jakarta,Zhanjiang,"Jakarta, Indonesia","Zhanjiang, China",Ocean,40FT,$472.02 - $521.71,1/5/2018 9:59
Jakarta,Port Kelang,"Jakarta, Indonesia","Port Kelang, Malaysia",Ocean,40FT,$639.88 - $707.24,1/5/2018 9:59
Ji'An,Singapore,"Ji'An, China (KNC)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:11
Dongguan,Singapore,"Dongguan, China (DGM)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:25
Shanghai,Singapore,"Shanghai - Pu Dong, China (PVG)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:25
Qingdao,Singapore,"Qingdao, China (TAO)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:25
Shenzhen,Singapore,"Shenzhen - Baoan, China (SZX)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:25
Xiamen,Singapore,"Xiamen, China (XMN)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:26
Dongguan,Singapore,"Dongguan, China (DGM)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,034.59 - $1,143.50",1/7/2018 17:26
Los Angeles,Singapore,"Los Angeles , CA - International, USA (LAX)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/7/2018 17:26
Madison,Singapore,"Madison , WI, USA (MSN)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/7/2018 17:26
Myrtle Beach,Singapore,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/7/2018 17:26
Newark,Singapore,"New York - Newark, NJ, USA (EWR)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/7/2018 17:26
Elizabeth,Singapore,"Port Elizabeth, South Africa (PLZ)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,099.00 - $1,214.68",1/7/2018 17:27
Akron,Singapore,"Akron, OH, USA (CAK)","Singapore - Seletar, Singapore (XSP)",Air,Air,$887.59 - $981.02,1/7/2018 17:27
Indira Gandhi,Singapore,"Delhi - Indira Gandhi International Airport, India (DEL)","Singapore - Seletar, Singapore (XSP)",Air,Air,"$1,186.07 - $1,310.92",1/7/2018 17:27
Hanoi,Singapore,"Hanoi - Noibai, Vietnam (HAN)","Singapore - Seletar, Singapore (XSP)",Air,Air,0,1/7/2018 17:27
Ho Chi Minh City,Singapore,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Singapore - Seletar, Singapore (XSP)",Air,Air,0,1/7/2018 17:28
Los Angeles,Shenzhen,"Los Angeles , CA - International, USA (LAX)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:28
Madison,Shenzhen,"Madison , WI, USA (MSN)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:28
Myrtle Beach,Shenzhen,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:28
Newark,Shenzhen,"New York - Newark, NJ, USA (EWR)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:29
Los Angeles,Shenzhen,"Los Angeles , CA - International, USA (LAX)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:29
Elizabeth,Shenzhen,"Port Elizabeth, South Africa (PLZ)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,225.74 - $1,354.77",1/7/2018 17:29
Akron,Shenzhen,"Akron, OH, USA (CAK)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,014.33 - $1,121.10",1/7/2018 17:29
Indira Gandhi,Shenzhen,"Delhi - Indira Gandhi International Airport, India (DEL)","Shenzhen - Baoan, China (SZX)",Air,Air,"$1,312.81 - $1,451.00",1/7/2018 17:29
Hanoi,Shenzhen,"Hanoi - Noibai, Vietnam (HAN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/7/2018 17:30
Ho Chi Minh City,Shenzhen,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Shenzhen - Baoan, China (SZX)",Air,Air,0,1/7/2018 17:30
Ji'An,Kuala Lumpur,"Ji'An, China (KNC)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:30
Dongguan,Kuala Lumpur,"Dongguan, China (DGM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:31
Shanghai,Kuala Lumpur,"Shanghai - Pu Dong, China (PVG)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:31
Qingdao,Kuala Lumpur,"Qingdao, China (TAO)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:31
Shenzhen,Kuala Lumpur,"Shenzhen - Baoan, China (SZX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:31
Xiamen,Kuala Lumpur,"Xiamen, China (XMN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:31
Dongguan,Kuala Lumpur,"Dongguan, China (DGM)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,108.65 - $1,225.35",1/7/2018 17:32
Los Angeles,Kuala Lumpur,"Los Angeles , CA - International, USA (LAX)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/7/2018 17:32
Madison,Kuala Lumpur,"Madison , WI, USA (MSN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/7/2018 17:32
Myrtle Beach,Kuala Lumpur,"Myrtle Beach, SC - Myrtle Beach AFB, USA (MYR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/7/2018 17:32
Newark,Kuala Lumpur,"New York - Newark, NJ, USA (EWR)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/7/2018 17:32
Elizabeth,Kuala Lumpur,"Port Elizabeth, South Africa (PLZ)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,173.06 - $1,296.54",1/7/2018 17:33
Akron,Kuala Lumpur,"Akron, OH, USA (CAK)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$961.65 - $1,062.88",1/7/2018 17:33
Indira Gandhi,Kuala Lumpur,"Delhi - Indira Gandhi International Airport, India (DEL)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,"$1,260.13 - $1,392.77",1/7/2018 17:33
Hanoi,Kuala Lumpur,"Hanoi - Noibai, Vietnam (HAN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/7/2018 17:34
Ho Chi Minh City,Kuala Lumpur,"Saigon (Ho Chi Minh City), Vietnam (SGN)","Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)",Air,Air,0,1/7/2018 17:34
Singapore,Kuwait,"Singapore - Seletar, Singapore (XSP)","Kuwait - Kuwait International, Kuwait (KWI)",Air,Air,"$967.93 - $1,069.81",1/7/2018 17:34
Shenzhen,Kuwait,"Shenzhen - Baoan, China (SZX)","Kuwait - Kuwait International, Kuwait (KWI)",Air,Air,"$1,094.67 - $1,209.90",1/7/2018 17:35
Kuala Lumpur,Kuwait,"Kuala Lumpur - Sultan Abdul Aziz Shah, Malaysia (SZB)","Kuwait - Kuwait International, Kuwait (KWI)",Air,Air,"$1,041.99 - $1,151.67",1/7/2018 17:35
Bangalore,Singapore,"Mumbai, India",Singapore,Ocean,20FT,0,1/7/2018 18:24
Mumbai,Singapore,"Mumbai, India",Singapore,Ocean,20FT,0,1/7/2018 18:25
Bangalore,Shenzhen,Bangalore,"Zhanjiang, China",Ocean,20FT,$545.02 - $602.39,1/7/2018 18:26
Mumbai,Shenzhen,"Mumbai, India","Zhanjiang, China",Ocean,20FT,$545.02 - $602.39,1/7/2018 18:26
Shanghai,Port Kelang,"Shanghai, China","Port Kelang, Malaysia",Ocean,20FT,$194.75 - $215.25,1/7/2018 18:27
Bangalore,Port Kelang,"Mumbai, India","Port Kelang, Malaysia",Ocean,20FT,$683.85 - $755.84,1/7/2018 18:27
Mumbai,Port Kelang,"Mumbai, India","Port Kelang, Malaysia",Ocean,20FT,$683.85 - $755.84,1/7/2018 18:27
Jakarta,Singapore,Jakart,"Singapore, Singapore",Ocean,20FT,$633.55 - $700.23,1/7/2018 18:30
Jakarta,Shenzhen,"Jakarta, Indonesia","Zhanjiang, China",Ocean,20FT,$472.02 - $521.71,1/7/2018 18:31
Jakarta,Port Kelang,"Jakarta, Indonesia","Port Kelang, Malaysia",Ocean,20FT,$639.88 - $707.24,1/7/2018 18:31
Dalian,Hong Kong,"Dalian, China","Kwai Chung, Hong Kong",Ocean,20FT,$306.69 - $338.98,1/8/2018 18:08
Qingdao,Hong Kong,"Qingdao, China","Kwai Chung, Hong Kong",Ocean,20FT,$256.06 - $283.01,1/8/2018 18:08
Shanghai,Hong Kong,"Shanghai, China","Kwai Chung, Hong Kong",Ocean,20FT,$262.63 - $290.28,1/8/2018 18:08
Port of Elizabeth,Hong Kong,"New York, United States","Kwai Chung, Hong Kong",Ocean,20FT,$625.13 - $690.93,1/8/2018 18:09
Hong Kong,Hong Kong,"Kwai Chung, Hong Kong","Kwai Chung, Hong Kong",Ocean,20FT,$194.75 - $215.25,1/8/2018 18:09
Chittagong,Hong Kong,"Chittagong, Bangladesh","Kwai Chung, Hong Kong",Ocean,20FT,$447.63 - $494.75,1/8/2018 18:09
Madras,Hong Kong,"Tornio, Finland","Kwai Chung, Hong Kong",Ocean,20FT,"$968.77 - $1,070.75",1/8/2018 18:09
Nhava Sheva,Hong Kong,Nhava Sheva,"Kwai Chung, Hong Kong",Ocean,20FT,"$968.77 - $1,070.75",1/8/2018 18:10
Hai Phong,Hong Kong,"Hai Phong, Vietnam","Kwai Chung, Hong Kong",Ocean,20FT,$194.75 - $215.25,1/8/2018 18:10
Ho Chi Minh City,Hong Kong,"Ho Chi Minh City, Vietnam","Kwai Chung, Hong Kong",Ocean,20FT,$435.16 - $480.97,1/8/2018 18:10
Jakarta,Hong Kong,"Tanjung Emas, Indonesia","Kwai Chung, Hong Kong",Ocean,20FT,$333.88 - $369.03,1/8/2018 18:11
Manila,Hong Kong,"Manila, Philippines","Kwai Chung, Hong Kong",Ocean,20FT,$194.75 - $215.25,1/8/2018 18:11
Sihanoukville,Hong Kong,"Sihanoukville, Cambodia","Kwai Chung, Hong Kong",Ocean,20FT,$541.17 - $598.14,1/8/2018 18:11
Qingdao,Hong Kong,"Qingdao, China","Kwai Chung, Hong Kong",Ocean,40FT,$256.06 - $283.01,1/8/2018 18:13
Shanghai,Hong Kong,"Shanghai, China","Kwai Chung, Hong Kong",Ocean,40FT,$391.99 - $433.25,1/8/2018 18:13
Port of Elizabeth,Hong Kong,"New York, United States","Kwai Chung, Hong Kong",Ocean,40FT,"$933.03 - $1,031.24",1/8/2018 18:13
Hai Phong,Hong Kong,"Hai Phong, Vietnam","Kwai Chung, Hong Kong",Ocean,40FT,$260.85 - $288.31,1/8/2018 18:13
Ho Chi Minh City,Hong Kong,"Ho Chi Minh City, Vietnam","Kwai Chung, Hong Kong",Ocean,40FT,$649.50 - $717.87,1/8/2018 18:14
Jakarta,Hong Kong,"Jakarta, Indonesia","Kwai Chung, Hong Kong",Ocean,40FT,$430.71 - $476.04,1/8/2018 18:14
Qingdao,Hong Kong,"Qingdao, China","Kwai Chung, Hong Kong",Ocean,40FT,$382.17 - $422.40,1/8/2018 18:14
Jakarta,Hong Kong,"Jakarta, Indonesia","Kwai Chung, Hong Kong",Ocean,45FT,$473.78 - $523.65,1/8/2018 18:15
